strategy,param_value,mean_jobs_completed,std_jobs_completed,mean_jobs_dropped,std_jobs_dropped,mean_jobs_arrived,std_jobs_arrived,mean_inactive_fraction,std_inactive_fraction,mean_battery,std_battery,mean_throughput,std_throughput
D3,0.49999999999999994,52.794,0.8423562191852091,36.824,7.574630288007461,89.949,7.817441972921833,0.5152399999999999,0.051902322125077505,33.984656314866854,3.556861756774817,0.5911496504184592,0.04966070029423843
D4,0.49999999999999994,54.904,1.0221467604996846,34.715,7.701933198879357,89.949,7.817441972921833,0.47581555555555555,0.0655161392235946,35.686097963032736,3.7750372534132883,0.6148948136944407,0.05328823339952528
S1,0.5499999999999999,50.145,1.4580723576009527,38.918,7.519260335963904,89.949,7.817441972921833,0.5228922222222222,0.054689441856882064,33.22330548448394,3.3550291081406223,0.5613368745318958,0.04716185564258422
S2,0.5499999999999999,56.855,1.3319065282518892,32.48,7.652685803036735,89.949,7.817441972921833,0.48079999999999995,0.06525641352520715,36.433731687520456,3.880372800590652,0.6366404065012593,0.05477167103072578
S3,0.5499999999999999,54.927,1.0400341340552242,34.816,7.667864370214173,89.949,7.817441972921833,0.5330277777777778,0.060943197343666974,33.87548593863161,3.7122874759988154,0.6151405327619484,0.05330519677001992
D1,0.5499999999999999,56.443,1.4173041310883137,32.782,7.548541316042457,89.949,7.817441972921833,0.4997077777777777,0.05851206302766196,36.356034889898886,3.8143084663526112,0.6319008341133677,0.05320104489462196
D2,0.5499999999999999,56.443,1.4173041310883137,32.782,7.548541316042457,89.949,7.817441972921833,0.4997077777777777,0.05851206302766196,36.356034889898886,3.8143084663526112,0.6319008341133677,0.05320104489462196
D3,0.5499999999999999,53.569,0.9545883929736417,35.922,7.499061007886254,89.949,7.817441972921833,0.5096966666666666,0.05252987945733808,34.49708684474244,3.6360665702875017,0.5997732334359365,0.04992661827317259
D4,0.5499999999999999,56.983,1.4341237742956499,32.334,7.57142285174986,89.949,7.817441972921833,0.4565844444444444,0.0678588269866198,36.43622302416871,3.9223696077593964,0.6379650047632989,0.05387530375132514
S1,0.6,52.03,1.284172885557081,37.291,7.456964462836068,89.949,7.817441972921833,0.5075744444444444,0.05598317109345461,33.60040742026215,3.501916982710874,0.5823791410748861,0.04745279470036428
